idCarta,nombre,descripcion,audioOGG,audioMP3,imgMazo,imgPlantilla,imgGaleria,longitud
1,gallo,"Tomado de la tradición oral mexicana. La referencia son las últimas líneas de una adivinanza: ""Tengo de rey la cabeza,\nCalzo espuela pavonada,\nLlevo barba colorada,\nMi sueño temprano empieza,\nY madrugo a la alborada."" Por lo general, este tipo de adivinanzas implican el reto de decodificar las metáforas, una por una, rumbo al significado global de la imagen presentada. Tienden a tener como respuesta un único elemento, sea concepto, animal o cosa.",,,/media/img/mazo/h_01_gallo.jpg,/media/img/plantilla/01_gallo.jpg,/media/img/galeria/g_01_gallo.jpg,5
2,diablo,"Tomado de Paraíso perdido, escrito por John Milton. (1608-1674). Poeta y ensayista, conocido principalmente por la obra de la que se extrajo el verso y de enorme importancia en la tradición de las letras inglesas. Su influencia política fue vasta y su pensamiento sirvió como referencia para la redacción de la constitución de los Estados Unidos de América.",,,/media/img/mazo/h_02_diablo.jpg,/media/img/plantilla/02_diablo.jpg,/media/img/galeria/g_02_diablo.jpg,6
3,dama,"Autor de la primera novela moderna, Miguel de Cervantes Saavedra (1547-1616) es, quizás, universalmente conocido. El ingenioso hidalgo don Quijote de la Mancha, proveyó, tal vez por primera vez, el desarrollo de personajes humanos con defectos y sujetos a distintos arcos narrativos que llevan cada momento de la historia. Como referencia, se tomó una de las muchas invocaciones que hace Quijote de su inmortal amada, Dulcinea del Toboso.",,,/media/img/mazo/h_03_dama.jpg,/media/img/plantilla/03_dama.jpg,/media/img/galeria/g_03_dama.jpg,4
4,catrín,"Poeta, crítico y traductor, Charles Baudelaire (1821-1867) es una de las voces más significativas en el panorama de las letras francesas y del mundo. Su talento, fuerza y agudeza crítica le colocan como uno de sus autores más importantes. La referencia es tomada de Cohetes, su diario.",,,/media/img/mazo/h_04_catrin.jpg,/media/img/plantilla/04_catrin.jpg,/media/img/galeria/g_04_catrin.jpg,6
5,paraguas,"Isiodore Lucien Ducasse (1846-1870), uruguayo de nacimiento y francés por tradición, firmó su obra con el seudónimo Conde de Lautréamont. Hijo de un diplomático francés, su fugaz paso por el mundo dejó una marca indeleble, aunque no gozara de fama en su tiempo. Su obra es revalorada por los autores del movimiento vanguardista del Surrealismo y, en América, por escritores como Alejo Carpentier. La referencia es extraída de su obra más famosa, Los cantos de Maldoror.",,,/media/img/mazo/h_05_paraguas.jpg,/media/img/plantilla/05_paraguas.jpg,/media/img/galeria/g_05_paraguas.jpg,8
6,sirena,"La Odisea es uno de los dos grandes poemas épicos atribuidos a la figura de Homero (ca. siglo VIII a. C.). El pasaje es tomado del encuentro de Odiseo y su tripulación con la figura de las sirenas. Advertido por Circe, Odiseo, deseoso de escuchar el canto maravilloso de aquellas criaturas, es atado al mástil de la embarcación, mientras sus tripulantes prosiguen el viaje con los oídos cubiertos de cera. Este relato sirve de origen a muchas expresiones y construcciones simbólicas sobre las sirenas y su canto. La ilustración se creó como homenaje al surrealista René Magrite, y su cuadro, La invención colectiva. En ella, se invierte la configuración de la criatura, con torso de pez y piernas de mujer.",,,/media/img/mazo/h_06_sirena.jpg,/media/img/plantilla/06_sirena.jpg,/media/img/galeria/g_06_sirena.jpg,6
7,escalera,"Los Libros del Chilam Balam son parte de la herencia que sobrevive de nuestra tradición maya. Escritos después de la Conquista, es posible detectar elementos de censura y la influencia de la Iglesia católica. Cada comunidad creó su propio libro; la referencia es tomada de El Chilam Balam de Chumayel, uno de los libros más famosos dado que fue el que sobrevivió con un contenido más completo.",,,/media/img/mazo/h_07_escalera.jpg,/media/img/plantilla/07_escalera.jpg,/media/img/galeria/g_07_escalera.jpg,8
8,botella,"Arthut Rimbaud (1854-1891) fue uno de los grandes jóvenes maestros de la poesía francesa. Comenzó su carrera a los 15 años y la abandonó para siempre a los 20. Su huella, sin embargo, es innegable. Su verso vibrante, su copiosa producción, su perspicaz ingenio y el impacto de su voz sirven aún hoy de modelo y para la reflexión.",,,/media/img/mazo/h_08_botella.jpg,/media/img/plantilla/08_botella.jpg,/media/img/galeria/g_08_botella.jpg,7
9,balón,"La referencia es tomada del título del libro de ensayos y reflexiones en torno al futbol de Juan Villoro (1956-). Narrador y ensayista, ha sido galardonado con prestigiosos premios tanto literarios como periodísticos. También ha impartido clases de literatura en universidades de distintos países.",,,/media/img/mazo/h_09_balon.jpg,/media/img/plantilla/09_balon.jpg,/media/img/galeria/g_09_balon.jpg,5
10,árbol,"Refrán popular mexicano. Los refranes son construcciones breves, muchas veces rimadas o con otros elementos metafóricos o poéticos, que pretenden ilustrar un punto. Al ser tan conocidas, estas sentencias tienden a ser consideradas como una ""verdad"" popular. Este refrán tiene muchas variantes, pero ésta es quizás la más común.",,,/media/img/mazo/h_10_arbol.jpg,/media/img/plantilla/10_arbol.jpg,/media/img/galeria/g_10_arbol.jpg,5
11,maestro,"Cita atribuida al matemático y filósofo griego Pitágoras de Samos (ca. 580 a. C.- ca. 495 a. C.), famoso por su teorema y sus distintas aportaciones a la ciencia. Maestro de la oralidad, su pensamiento sobrevivió, como el de Buda, Jesús o Sócrates, a partir de sus discípulos. Su influencia abarcó las matemáticas, la astronomía y la música.",,,/media/img/mazo/h_11_maestro.jpg,/media/img/plantilla/11_maestro.jpg,/media/img/galeria/g_11_maestro.jpg,7
12,valiente,"La filosofía de Georg Wilhem Friedrich Hegel (1770-1831) representa una de las cimas del idealismo occidental. Hegel abarcó áreas del conocimiento como la historia, la religión, el arte, la ética, el poder y el estado. Influyó en un sin número de escritores y pensadores, e incluso sus agudos detractores dialogan con su pensamiento, volviéndolo así una referencia ineludible en la historia del pensamiento occidental.",,,/media/img/mazo/h_12_valiente.jpg,/media/img/plantilla/12_valiente.jpg,/media/img/galeria/g_12_valiente.jpg,8
13,gorro,"Conocido proverbio judío. Los proverbios, al igual que los refranes, pretenden transmitir una idea determinada y su popularidad asegura que se conserven como registro o parte de una comunidad, en ocasiones inluso como seña de identidad.",,,/media/img/mazo/h_13_gorro.jpg,/media/img/plantilla/13_gorro.jpg,/media/img/galeria/g_13_gorro.jpg,5
14,muerte,"La referencia es tomada del largo poema, Muerte sin fin, de José Gorostiza (1901-1973). Poeta mexicano que formó parte del grupo Contemporáneos. Conocido como ""el poeta de la inteligencia"", su obra es una exploración profunda de la mente y las angustias del ser humano. Su actividad como diplomático le impidió volverse un autor prolífico.",,,/media/img/mazo/h_14_muerte.jpg,/media/img/plantilla/14_muerte.jpg,/media/img/galeria/g_14_muerte.jpg,6
15,burócrata,"Nikolái Gógol (1809-1852) es uno de los autores más importantes de la literatura rusa, pues su novela, Almas muertas, es considerada como la primera novela moderna de dicha nación. La referencia es tomada de El capote, una de las cuatro novelas breves agrupados bajo el nombre Novelas peterburguesas. En ella, Gógol relata la enternecedora historia de un pobre burócrata y de todos los sacrificios que tuvo que hacer para obtener un capote nuevo.",,,/media/img/mazo/h_15_burocrata.jpg,/media/img/plantilla/15_burocrata.jpg,/media/img/galeria/g_15_burocrata.jpg,9
16,bandera,"El ""Toque de bandera"" es entonado en todas las escuelas de nivel básico de México. Su autora, Xóchitl Angélica Palomino y Contreras (1932-1996) se desempeñó profesionalmente como maestra de escuela. Estudió en la Escuela Nacional de Maestros y luego prosiguió sus estudios en Pedagogía y Psicología. La propuesta de la introducción de este canto en las escuelas fue aprobada en 1956 y comenzó a entonarse de manera obligatoria en 1957.",,,/media/img/mazo/h_16_bandera.jpg,/media/img/plantilla/16_bandera.jpg,/media/img/galeria/g_16_bandera.jpg,7
17,metro,"Salvador Flores Rivera (1920-1987), o Chava Flores, permanece aún hoy como una presencia insoslayable en el imaginario popular mexicano. La pertinencia y visión aguda de sus canciones le ganaron el epíteto de ""el cronista de la ciudad"". Sus canciones, siempre cargadas de humor e ingenio, forman parte de nuestra cultura. La referencia fue tomada de la canción ""Voy en el metro"", compuesta tras sus impresiones de su primer viaje en el Sistema de Transporte Colectivo Metro.",,,/media/img/mazo/h_17_metro.jpg,/media/img/plantilla/17_metro.jpg,/media/img/galeria/g_17_metro.jpg,5
18,ladrón,"Referencia escogida como homenaje a los personajes de la serie Los Caquitos del programa televisivo Chespirito. Las continuas retransmisiones de este programa lo han convertido en una referencia conocida por todos los mexicanos. Los personajes de Los Caquitos, el Chompiras, el Botija y la Chimultrufia, de Roberto Gömez Bolaños (1929-), se cuentan entre los más entrañables. La referencia es tomada de una de las frases típicas del Chompiras.",,,/media/img/mazo/h_18_ladron.jpg,/media/img/plantilla/18_ladron.jpg,/media/img/galeria/g_18_ladron.jpg,6
19,padre,"Pedro Páramo es quizás una de las obras más importantes de la narrativa mexicana del siglo XX. Su autor, Juan Rulfo (1917-1986), cultivó la novela, el cuento, la fotografía y el cine. Portador de una visión demoledora del México que vivió, su impresionante voz se observa amplificada por su silencio; sólo publicó dos obras en toda su vida de escritor. La referencia es tomada de la conocida primera línea de su novela.",,,/media/img/mazo/h_19_padre.jpg,/media/img/plantilla/19_padre.jpg,/media/img/galeria/g_19_padre.jpg,5
20,pájaro,"Poeta, pintor y grabador, William Blake (1757-1827) es una de las voces más importantes de las letras inglesas. Romántica antes que el romanticismo, la obra de Blake no puede entenderse por separado; los grabados, poemas y pinturas forman parte de una misma idea, expresada en todas las avenidas disponibles. La referencia es tomada de Las bodas del cielo y el infierno, de la sección ""Poverbios del infierno"", una de sus obras más conocidas.",,,/media/img/mazo/h_20_pajaro.jpg,/media/img/plantilla/20_pajaro.jpg,/media/img/galeria/g_20_pajaro.jpg,6
21,mano,"Josefina Vicens (1911-1988), al igual que Rulfo, decidió limitar su obra a dos novelas, separadas más de veinte años en su publicación; ""publicar no es parte fundamental del destino de un escritor"" opinaba Emily Dickinson. La referencia es tomada de su primera novela, El libro vacío. Vicens nos regala en ese texto la construcción de los pensamientos privados de José García, oficinista, escritor, esposo y padre de familia. La delicada construcción del personaje exhibe la nervadura que nos conecta con el otro, partiendo de la imposibilidad de decir y la reticencia a la renuncia.",,,/media/img/mazo/h_21_mano.jpg,/media/img/plantilla/21_mano.jpg,/media/img/galeria/g_21_mano.jpg,4
22,bota,"Eric Arthur Blair (1903-1950) escribió sus obras con el seudónimo de George Orwell. La catastrófica construcción de futuros distópicos y la exploración de los alcances de los gobiernos totalitarios en sus novelas han vuelto el nombre de Orwell una referencia obligada. Granja de animales planteaba una ácida crítica a la revolución bolchevique; 1984, su obra más conocida, introdujo en el imaginario colectivo constructos como El gran hermano y los ministerios del amor y de la verdad.",,,/media/img/mazo/h_22_bota.jpg,/media/img/plantilla/22_bota.jpg,/media/img/galeria/g_22_bota.jpg,4
23,luna,"Poeta, narrador, ensayista y crítico literario, Mircea Cărtărescu (1956-) es considerado como el poeta rumano más importante de la generación de 1980. Ha abordado exitosamente distintos géneros. Doctor en literatura rumana y conferencista en la Universidad de Bucarest, su obra ha sido traducida a multitud de lenguas.",,,/media/img/mazo/h_23_luna.jpg,/media/img/plantilla/23_luna.jpg,/media/img/galeria/g_23_luna.jpg,4
24,cotorro,"Refrán popular mexicano. Existen muchas variantes que expresan esta misma noción de identidad. Esta idea también aparece en refranes como ""la mona, aunque se vista de seda, mona se queda"".",,,/media/img/mazo/h_24_cotorro.jpg,/media/img/plantilla/24_cotorro.jpg,/media/img/galeria/g_24_cotorro.jpg,7
25,borracho,"El poemínimo es una forma que recuerda algunas de las maneras de la poesía oriental. Sin embargo, su contenido, muchas veces humorístico, y esa forma característica del poema, casi en cascada, le brindan un carácter propio. Su creador, Efraín Huerta (1914-1982), fue una de las presencias más importantes y significativas de las letras del siglo XX mexicano. Contrapeso a la influencia de Octavio Paz, la obra de Huerta le sobrevive como testimonio de una poética que funde el humor, la sexualidad y la política con versos de depurada construcción.",,,/media/img/mazo/h_25_borracho.jpg,/media/img/plantilla/25_borracho.jpg,/media/img/galeria/g_25_borracho.jpg,8
26,poeta,"Vicente Huidobro (1893-1944) interpela así a los otros poetas, pretendiendo sacudir la manera en la que se escribe. Esta famosa alocución del poeta chileno está atada a la explicación de la visión poética del movimiento (compuesto por él) del Creacionismo. Referencia ineludible de la vanguardia hispanoamericana, Huidobro cultivó la poesía, la poesía experimental, el caligrama y la novela breve.",,,/media/img/mazo/h_26_poeta.jpg,/media/img/plantilla/26_poeta.jpg,/media/img/galeria/g_26_poeta.jpg,5
27,corazón,"Integrante del grupo Contemporáneos y muchas veces ignorado, Gilberto Owen (1904-1952) es una de las voces más singulares de la literatura mexicana. Poeta y dramaturgo, fungió como diplomático gran parte de su vida, por lo que su vínculo con lo mexicano muchas veces se presenta como nostalgia. Sus líneas son de una decantada tristeza, de un fatalismo seductor. La referencia es tomada de su poemario, Simbad el varado, donde la voz lírica, Simbad, recuenta el lúgubre febrero en el que estuvo atrapado en una isla desierta.",,,/media/img/mazo/h_27_corazon.jpg,/media/img/plantilla/27_corazon.jpg,/media/img/galeria/g_27_corazon.jpg,7
28,cigarro,"Fernando Pessoa (1888-1935) es considerado como uno de los poetas más importantes de la lengua portuguesa y de la literatura occidental. La mayor parte de su obra está firmada bajo otros nombres, o heterónimos, que no implican sólo el nombre, sino también la personalidad, el estilo, la perspectiva y los temas. Bajo los nombres Alberto Careiro, Ricardo Reis, Bernardo Soares y, sobre todo Álvaro de Campos, Pessoa regala a nuestros ojos poesía de la más alta calidad, de enorme agudeza, a veces desconcertante, abrumadora o conmovedora. Cada heterónimo tenía propia vida, relaciones personales y con el mundo; a veces fueron rivales literarios o, incluso, amorosos. La referencia es tomada de uno de los más importantes poemas de la obra firmada por Álvaro de Campos, “Tabaquería”.",,,/media/img/mazo/h_28_cigarro.jpg,/media/img/plantilla/28_cigarro.jpg,/media/img/galeria/g_28_cigarro.jpg,7
29,tambor,"Acolmiztli Nezahualcóyotl (1402-1472) fue el monarca de la antigua ciudad de Texcoco y aliado de los señores de Tenochtitlan. Emprendió importantes obras de administración y de infraestructura, todas influidas por su marcada visión estética. Si sus templos, palacios y monumentos no le sobreviven, sí lo hace su poesía. De esta manera se convierte en el portavoz de una cosmovisión, muchas veces soterrada, que subsiste en la cultura mexicana aún en la actualidad.",,,/media/img/mazo/h_29_tambor.jpg,/media/img/plantilla/29_tambor.jpg,/media/img/galeria/g_29_tambor.jpg,6
30,madre,"El poema Hospital Británico es una ocurrencia insólita en las letras hispanoamericanas. La obra anterior de Héctor Viel Temperley (1933-1987), también de excelente calidad, no ostenta gran parecido con este delirante y abrumador poema. Con líneas que podrían pertenecer al ""diario de un loco de o un enfermo que alucina"", en la opinión de Gabriel Bernal Granados, Hospital Británico todavía reta y extravía la mayoría de los intentos críticos de aproximársele.",,,/media/img/mazo/h_30_madre.jpg,/media/img/plantilla/30_madre.jpg,/media/img/galeria/g_30_madre.jpg,5
31,átomo,"Considerado el padre de la química moderna por su propuesta del modelo atómico, el científico danés Niels Bohr (1885-1962) ha representado una de las influencias más determinantes en la conformación del mundo moderno. Recibió el Premio Nobel de Física de 1922 por sus trabajos sobre la estructura atómica y la radiación. Tras emigrar hacia los Estados Unidos por la persecución nazi en la Europa ocupada, participó en el Proyecto Manhattan en el desarrollo de las bombas atómicas. Luego de regresar a Dinamarca en 1945, se volvió en uno de los principales voceros del desarme nuclear.",,,/media/img/mazo/h_31_atomo.jpg,/media/img/plantilla/31_atomo.jpg,/media/img/galeria/g_31_atomo.jpg,5
32,música,"El filósofo alemán Arthur Schopenhauer (1788-1860) extremó las posibilidades del idealismo occidental posterior a la obra de Kant. El mundo como voluntad y representación es, quizás, uno de los textos que más ha influido en el pensamiento de los más importantes pensadores y autores de los siglos XIX y XX. Caracterizado por un acentuado pesimismo, su pensamiento siempre guardó un lugar especial para la música, espacio ""donde todos los sentimientos vuelven a su estado puro.""",,,/media/img/mazo/h_32_musica.jpg,/media/img/plantilla/32_musica.jpg,/media/img/galeria/g_32_musica.jpg,6
33,perro,"Franz Kafka (1883-1924) es sin duda uno de los autores más influyentes en la literatura y cultura del siglo XX. Famoso por obras como La metamorfosis, Carta al padre y El proceso, entre otras, su escritura continúa alimentando la imaginación de los lectores. Su escritura exploró los temas de la alienación, las relaciones padre-hijo y los conflictos de la identidad. La referencia es tomada de una de sus narraciones breves, “Investigaciones de un perro”.",,,/media/img/mazo/h_33_perro.jpg,/media/img/plantilla/33_perro.jpg,/media/img/galeria/g_33_perro.jpg,5
34,computadora,"Autor mexicano que ha abordado el cuento, la novela, el teatro, el ensayo y la poesía, Eusebio Ruvalcaba (1951-) ha sido una de las voces más constantes de nuestra literatura contemporánea. Ruvalcaba ha abordado temas tan diversos como los géneros literarios que ha explorado. La referencia fue tomada de Poemas de un oficinista, donde la cotidianidad y la rutina obtienen su incómodo espejo.",,,/media/img/mazo/h_34_computadora.jpg,/media/img/plantilla/34_computadora.jpg,/media/img/galeria/g_34_computadora.jpg,11
35,libro,"Quizá una de las voces más importantes de la literatura occidental del siglo XX, la escritura de Edmond Jabès (1912-1991) responde a la necesidad de confrontar al sujeto con todo lo que lo conforma. El libro, la soledad, el desierto, la muerte, Dios, el judío, la memoria, adquieren su definición con el paso de la pluma. Nacido en El Cairo y exiliado desde 1956 (con la expulsión de la comunidad judía), adoptó la nacionalidad francesa en 1967.",,,/media/img/mazo/h_35_libro.jpg,/media/img/plantilla/35_libro.jpg,/media/img/galeria/g_35_libro.jpg,5
36,ciego,"Conocido simplemente como ""El bardo"", William Shakespeare (1564-1616) goza de una fama omnipresente. Actor, poeta y dramaturgo, su obra es leída en infinidad de lenguas; sus historias persisten en el imaginario público. Harold Bloom, importante crítico norteamericano, construyó la idea de ""canon occidental"", con Shakespeare, Dante y Cervantes como los pilares desde los que se construye la noción misma de Occidente.",,,/media/img/mazo/h_36_ciego.jpg,/media/img/plantilla/36_ciego.jpg,/media/img/galeria/g_36_ciego.jpg,5
37,mundo,"Periodista, político y escritor, el peruano Ricardo Palma (1833-1919) es recordado por los diversos volúmenes que recopilaban narraciones cortas, o sus Tradiciones peruanas. Ingeniosas, humorísticas y siempre críticas, en su obra, su penetrante mirada desnuda todos los movimientos de una sociedad en perpetuo cambio, en choque con el arraigo de su tradición y su historia. Palma relata minuciosamente una sociedad en proceso de consolidación como una independiente del continente europeo.",,,/media/img/mazo/h_37_mundo.jpg,/media/img/plantilla/37_mundo.jpg,/media/img/galeria/g_37_mundo.jpg,5
38,campo,"La referencia es normalmente atribuida al poeta surrealista francés Max Jacob (1876-1944). Aunque nunca la escribió, sobrevivió de manera anecdótica en tertulias y demás. Julio Cortázar (1914-1984), uno de los autores más conocidos de la literatura hispanoamericana, popularizó la frase en un cuento del libro Un tal Lucas. Su escritura está caracterizada por su pericia, su humor y su inagotable ingenio.",,,/media/img/mazo/h_38_campo.jpg,/media/img/plantilla/38_campo.jpg,/media/img/galeria/g_38_campo.jpg,5
39,círculo,"La Divina comedia de Dante Alighieri (c. 1265-1321) permanece como una de las obras más influyentes e importantes de la historia de la literatura. La maestría de sus versos, la compasión hacia los marginales, el juicio contra los injustos y tiranos, la profundidad de su pensamiento y la pesadilla tan sugerente que creó, siguen sirviendo de escenario para nuestra comprensión propia, así como de nuestra espiritualidad y lugar en el mundo.",,,/media/img/mazo/h_39_circulo.jpg,/media/img/plantilla/39_circulo.jpg,/media/img/galeria/g_39_circulo.jpg,7
40,barco,"""La poesía no es una carrera; es un destino."" Alejandra Pizarnik (1936-1972) poseía una de las escrituras más lúcidas e impactantes de la poesía. Influida por los surrealistas, traspasada por la tristeza, la euforia, el insomnio, su poesía dejó una huella indeleble en las letras hispanoamericanas. Su temprana partida truncó una de las más vibrantes y desconcertantes voces de nuestro tiempo.",,,/media/img/mazo/h_40_barco.jpg,/media/img/plantilla/40_barco.jpg,/media/img/galeria/g_40_barco.jpg,5
41,rosa,"Poeta, museólogo, maestro y político, Carlos Pellicer (1897-1977) descubrió temprano su vocación como escritor. Su obra transita cómodamente las corrientes del Modernismo y las vanguardias artísticas. Estuvo vinculado al vasconcelismo, participando incluso en su campaña por la presidencia de México.",,,/media/img/mazo/h_41_rosa.jpg,/media/img/plantilla/41_rosa.jpg,/media/img/galeria/g_41_rosa.jpg,4
42,calavera,"Eclipsado en la actualidad por la presencia omniabarcadora de la obra de José Guadalupe Posada, Manuel Manilla (1830-1895) es responsable de la creación de un ejercicio satírico que sobrevive hasta nuestros días: la composición de calaveritas. Manilla fue el primero en realizar grabados y composiciones que construirían la iconografía que Posada consolidaría después en el imaginario popular mexicano.",,,/media/img/mazo/h_42_calavera.jpg,/media/img/plantilla/42_calavera.jpg,/media/img/galeria/g_42_calavera.jpg,8
43,teléfono,"En inglés: ""Mr. Watson, come here, I want to see you."" Alexander Graham Bell, con estas palabras, sostuvo la primera conversación telefónica con su asistente, Thomas Watson. Esta conversación muestra la poca imaginación o sentido de la historia que tenía Graham Bell frente a la invención que habría de cambiar definitivamente el mundo en que existimos.",,,/media/img/mazo/h_43_telefono.jpg,/media/img/plantilla/43_telefono.jpg,/media/img/galeria/g_43_telefono.jpg,8
44,doctor,"La dramaturgia y la narrativa mantienen, al día de hoy, una deuda con la obra de Antón Chéjov (1860-1904). Poseedor de una perspicaz mirada, sus personajes e historias se cuentan entro los más elogiados, tanto por escritores como por críticos en general. Supo compaginar su arte con la carrera de medicina.  La referencia es tomada de una de sus narraciones breves, ""La mujer del boticario"".",,,/media/img/mazo/h_44_doctor.jpg,/media/img/plantilla/44_doctor.jpg,/media/img/galeria/g_44_doctor.jpg,6
45,gato,"Ensayista, poeta y narrador, H. A. Murena (1923-1975) dedicó su vida a la exploración de las posibilidades de la palabra. Fue un activo colaborador de las revistas de su tiempo, así como de los diarios. Tradujo al español la obra de Habermas, Adorno, Marcuse, Horkheimer y Benjamin. La referencia es tomada de uno de sus relatos, El gato.",,,/media/img/mazo/h_45_gato.jpg,/media/img/plantilla/45_gato.jpg,/media/img/galeria/g_45_gato.jpg,4
46,sol,"César Vallejo (1982-1938) tuvo una destacada influencia en la poesía de su tiempo y en la del resto de Hispanoamérica. Su primera obra la vincula con el modernismo; su siguiente poemario, Trilce, permanece una maravilla de las posibilidades de la palabra. Su último poemario, Poemas Humanos, publicado póstumamente, marca una primera distancia con Trilce y las vanguardias. En esta última etapa destaca una fuerte tendencia a los temas sociales, a la cotidianidad, aunque nunca desmerece la pericia y atención a la elaboración del verso.",,,/media/img/mazo/h_46_sol.jpg,/media/img/plantilla/46_sol.jpg,/media/img/galeria/g_46_sol.jpg,3
47,corona,"La referencia es tomada de un conocido texto del poeta y sacerdote inglés George Herbert (1593-1633). Todavía inscrita dentro del Renacimiento inglés, su obra permanece vigente por su profundidad, al tiempo de estar escrita con sencillez y en términos accesibles y cotidianos.",,,/media/img/mazo/h_47_corona.jpg,/media/img/plantilla/47_corona.jpg,/media/img/galeria/g_47_corona.jpg,6
48,chalupa,"Si se considera a Rubén Darío como el padre del modernismo, José Martí (1853-1895) fue modernista antes del modernismo. Periodista, poeta y político, Martí luchó incansablemente por la independencia de Cuba. Organizó y recolectó los fondos y materiales para comenzar con la lucha. Como poeta, su verso se caracteriza por un apego a la estética modernista, pasada por un tono íntimo, fresco y entrañable. La referencia es tomada del poemario Versos sencillos.",,,/media/img/mazo/h_48_chalupa.jpg,/media/img/plantilla/48_chalupa.jpg,/media/img/galeria/g_48_chalupa.jpg,7
49,niño,"Johann Wolfgang von Goethe (1749-1832) es una figura monstruosa, por su importancia en la historia de Occidente y por su influencia, extendida a pensadores y autores de todas las artes y disciplinas. Filósofo, poeta, dramaturgo, novelista y diplomático, la obra de Goethe ha moldeado e inspirado la imaginación de millones a través del tiempo. La referencia es tomada de su inmortal obra, Fausto.",,,/media/img/mazo/h_49_nino.jpg,/media/img/plantilla/49_nino.jpg,/media/img/galeria/g_49_nino.jpg,4
50,pez,"Popular refrán mexicano. Los refranes son construcciones lingüísticas que, de manera eficiente, consolidan cierta idea y se convierten en muestra de la sabiduría del pueblo. Este refran advierte de los peligros de usar los labios para hablar de más, no para besar, una mejor forma de morder el anzuelo.",,,/media/img/mazo/h_50_pez.jpg,/media/img/plantilla/50_pez.jpg,/media/img/galeria/g_50_pez.jpg,3
51,ciudad,"Conocida línea de la canción Mi ciudad de Guadalupe Trigo (1941-1982), guitarrista y cantante mexicano. En sus canciones rinde homenaje a poetas como Pablo Neruda y Nicolás Guillén; también tiene colaboraciones con Jaime Sabines e Inocencio Burgos. Su entrañable obra aún se escucha en los medios y permanece todavía como referencia de la música mexicana de la segunda mitad del siglo XX.",,,/media/img/mazo/h_51_ciudad.jpg,/media/img/plantilla/51_ciudad.jpg,/media/img/galeria/g_51_ciudad.jpg,6
52,bailarina,"Referencia tomada del poema del siglo XV español, Danza general de la muerte. En este poema puede observarse el desarrollo de muchos de los temas que mejor describían la cosmovisión del momento. En este poema, gente de todas las profesiones, edades y grupo social se presentan ante la muerte para exponer su caso; ella desestima sus argumentos. La muerte es presentada como un ente que no hace distinciones, que, de cierta manera, los iguala.",,,/media/img/mazo/h_52_bailarina.jpg,/media/img/plantilla/52_bailarina.jpg,/media/img/galeria/g_52_bailarina.jpg,9
53,beso,"La referencia es tomada de la poesía temprana del famoso autor mexicano, Jaime Sabines (1926-1999). Su trabajo se caracteriza por el tono intimista, directo y poco rebuscado. Sabines siempre supo conectar con sus lectores en los más elementales niveles emocionales., como lo atestigua la popularidad de sus textos.",,,/media/img/mazo/h_53_beso.jpg,/media/img/plantilla/53_beso.jpg,/media/img/galeria/g_53_beso.jpg,4
54,rana,"Juan José Arreola (1918-2001) representa una de las voces más emblemáticas de la narrativa mexicana del siglo XX. Pese a ser autodidacta, su erudición y dominio de muchos temas le valieron prestigio literario, como también en los círculos académicos. Su estilo lúdico pero simultáneamente lúcido recorre toda su obra. La referencia es tomada de su entrañable libro, Bestiario.",,,/media/img/mazo/h_54_rana.jpg,/media/img/plantilla/54_rana.jpg,/media/img/galeria/g_54_rana.jpg,4
